,type,intensity,NN1,slope
0,1.0,1500.4058944865055,11.809859936499237,204.90811279391724
1,1.0,2067.0264289294937,11.43821212302732,130.376722320934
2,0.0,1769.1374251601342,8.01312256954626,39.994222522470494
3,0.0,1678.1546683205547,7.694492029365829,22.105772902462043
4,0.0,1010.56276925878,8.524414476607589,27.17548775200369
5,0.0,1531.5239939797648,6.891919966922525,100.91641511992336
6,0.0,1577.6395152828434,7.267652248717207,12.88481294590077
7,1.0,2861.3783196418453,8.448850453976753,36.21640055978583
8,0.0,1767.9458811235804,10.137864300060695,87.39431767390685
9,0.0,1545.2046387627386,9.883050372531748,51.76611022492682
10,0.0,2436.447816258264,8.944344524692712,25.852966884225577
11,0.0,1234.6429257690336,8.133865244686879,19.436051105046772
12,0.0,1039.9371882745168,7.9543797164786305,76.89111621995814
13,0.0,1164.0382300025626,7.109033277581089,30.497163509105892
14,0.0,1420.229742226591,4.482865329224062,41.9593397440777
15,0.0,2096.84663405091,4.8611124381131,94.72376200064402
16,0.0,1038.520405180092,6.987646659589645,20.117644569176598
17,0.0,1575.6157686445927,9.623171805438439,16.91346664742667
18,0.0,1598.633848533272,4.1708878848256905,59.01431236277689
19,0.0,1277.2810009746456,9.840101494447563,4.87805416549368
20,0.0,1107.696588146278,9.079681153775788,20.62150135653054
21,0.0,1436.956741847587,10.542333993547249,150.55921402010512
22,0.0,1458.6897099133682,3.0388492517656402,59.53036736430586
23,0.0,1912.639101626734,5.246630190822692,38.56091253217634
24,1.0,2468.534784710599,13.535815950595524,118.74941056415042
25,0.0,1279.6287383949266,6.884582504467824,32.04447464756298
26,0.0,1447.45792400986,9.798016873961046,16.341129233163752
27,0.0,890.0106734174216,7.33490584425226,40.56169444468144
28,0.0,2164.859238143742,5.479397912894832,19.655874071179884
29,1.0,1809.9412194482916,10.473991513163625,18.868906692994457
30,1.0,1753.3594979294403,9.075585291681648,96.27023406415394
31,0.0,1099.1333648838695,7.146249281291281,87.87634829702438
32,1.0,2189.215094879248,14.189725702051325,249.31125418497086
33,1.0,1876.5639132321758,11.513293691200436,61.22932985372551
34,0.0,1527.3639508775716,7.628246838750993,18.506564819272345
35,0.0,705.8632748626153,8.152633265444962,28.902904932399494
36,0.0,1307.9082497075713,5.962686508950431,83.28422430248715
37,0.0,1699.8263926520724,9.636748858997889,75.60516205433154
38,0.0,1535.4742450681274,9.68465051156286,50.31846068204132
39,0.0,1593.1827873120608,9.619401831120593,106.38286709565635
40,0.0,957.5059917741598,6.39269180196427,107.32014413851866
41,0.0,1589.5832307059322,11.520368404364135,19.462880405792077
42,0.0,1153.3508908700187,8.592950667445649,40.61712530469705
43,0.0,1533.4858651773548,3.7358420010942686,71.46360580810985
44,0.0,1856.5648514841605,4.767755822745093,46.90047224742489
45,0.0,1037.3148571410516,7.991871811937516,21.827398137087364
46,0.0,1880.735964608678,8.606987172093184,56.878276865578044
47,0.0,1673.1883562924127,9.245241242879198,39.803228592811095
48,0.0,1680.4535821940265,8.655131443328285,173.51539482264607
49,0.0,1366.610537350752,7.689085434606401,84.79329315574134
50,0.0,1976.4947218486657,9.354247379692959,139.41864660487354
51,1.0,2669.9626982809496,10.740354062459955,11.806220560347976
52,0.0,1197.1270222096848,4.014629103770698,70.13154838925946
53,1.0,1521.5323226621188,12.845450858099966,63.66061365207608
54,0.0,1570.3984632112054,6.8509210559010185,26.063291881695125
55,1.0,2038.4871522735034,8.614926233041194,233.5945970677387
56,0.0,1147.2691437918459,6.067258709903683,113.52916749786382
57,1.0,1508.582437511337,10.113827127137238,84.91378000902597
58,0.0,1559.8827269382932,7.8031834306355545,20.143239693546246
59,1.0,2622.001896462883,12.121205611249742,45.92572746980532
60,0.0,1222.0584587764731,5.365034601254713,15.772112252076969
61,0.0,1503.2561397347329,5.617995351581952,212.70225578428682
62,0.0,1324.646557669016,7.186382236127384,38.470269274732026
63,1.0,2567.1584504758616,15.903552423976496,16.78982748716586
64,0.0,1610.6612352193274,7.2258514153252085,42.573356421029395
65,0.0,1651.638347456935,6.208853291582612,11.560988419248321
66,0.0,821.6370964640381,8.171657994190342,80.08528334719118
67,0.0,1568.294193322347,9.969146432355544,60.51105682410492
68,1.0,2439.999975567767,12.519994159824238,224.55800525819538
69,1.0,1664.920782757467,11.551058301376509,42.66869437927874
70,0.0,1024.4572735238335,7.706993997575075,58.04152361290599
71,0.0,1874.2381718449524,8.076177996906022,16.06996811555266
72,0.0,1906.6125806425064,4.8641742617288095,56.68913060468572
73,1.0,2918.2595785387552,10.47221186705245,14.9238858685341
74,0.0,1442.9062279087475,6.746514259147626,11.053660412824593
75,1.0,2478.3019207548364,8.386068870240107,48.142653797756445
76,0.0,1018.7966002295738,7.704794787965179,147.0632973337812
77,0.0,1618.6919489652255,7.31679093084238,41.939487694326075
78,0.0,1416.5481133079904,7.774932017186626,105.56114852440427
